ALG	Fn	DES	C	Mu
fc_2	GO.0001504	neurotransmitter_uptake	42	2
fc_2	GO.0007411	axon_guidance	42	3
fc_2	GO.0050804	modulation_of_chemical_synaptic_transmis...	42	4
fc_2	GO.0060078	regulation_of_postsynaptic_membrane_pote...	42	2
fc_2	GO.0099565	chemical_synaptic_transmission,_postsyna...	42	2
fc_2	GO.0048488	synaptic_vesicle_endocytosis	43	2
fc_2	GO.0000165	MAPK_cascade	45	7
fc_2	GO.0000165	MAPK_cascade	46	8
fc_2	GO.0002218	activation_of_innate_immune_response	46	8
fc_2	GO.0002757	immune_response-activating_signal_transd...	46	8
fc_2	GO.0002758	innate_immune_response-activating_signal...	46	8
fc_2	GO.0050852	T_cell_receptor_signaling_pathway	46	8
fc_2	GO.0000165	MAPK_cascade	47	11
fc_2	GO.0002431	Fc_receptor_mediated_stimulatory_signali...	47	5
fc_2	GO.0007268	chemical_synaptic_transmission	47	15
fc_2	GO.0007411	axon_guidance	47	6
fc_2	GO.0007416	synapse_assembly	47	4
fc_2	GO.0019722	calcium-mediated_signaling	47	4
fc_2	GO.0032288	myelin_assembly	47	3
fc_2	GO.0035235	ionotropic_glutamate_receptor_signaling_...	47	3
fc_2	GO.0042417	dopamine_metabolic_process	47	2
fc_2	GO.0042552	myelination	47	4
fc_2	GO.0043491	protein_kinase_B_signaling	47	3
fc_2	GO.0050804	modulation_of_chemical_synaptic_transmis...	47	7
fc_2	GO.0050807	regulation_of_synapse_organization	47	3
fc_2	GO.0050808	synapse_organization	47	6
fc_2	GO.0051963	regulation_of_synapse_assembly	47	2
fc_2	GO.0055074	calcium_ion_homeostasis	47	5
fc_2	GO.0060078	regulation_of_postsynaptic_membrane_pote...	47	5
fc_2	GO.0099536	synaptic_signaling	47	15
fc_2	GO.0099537	trans-synaptic_signaling	47	15
fc_2	GO.0099565	chemical_synaptic_transmission,_postsyna...	47	5
fc_2	GO.0099601	regulation_of_neurotransmitter_receptor_...	47	2
fc_2	GO.0000165	MAPK_cascade	49	3
fc_2	GO.0002757	immune_response-activating_signal_transd...	49	2
fc_2	GO.0050853	B_cell_receptor_signaling_pathway	49	1
lourvain_2	GO.0046058	cAMP_metabolic_process	2	3
lourvain_2	GO.0000165	MAPK_cascade	4	24
lourvain_2	GO.0050804	modulation_of_chemical_synaptic_transmis...	4	11
lourvain_2	GO.0051403	stress-activated_MAPK_cascade	4	10
lourvain_2	GO.0055074	calcium_ion_homeostasis	4	10
lourvain_2	GO.0000165	MAPK_cascade	5	9
lourvain_2	GO.0002218	activation_of_innate_immune_response	5	4
lourvain_2	GO.0002224	toll-like_receptor_signaling_pathway	5	2
lourvain_2	GO.0002758	innate_immune_response-activating_signal...	5	4
lourvain_2	GO.0051403	stress-activated_MAPK_cascade	5	5
lourvain_2	GO.0042552	myelination	6	4
lourvain_2	GO.0043491	protein_kinase_B_signaling	6	5
lourvain_2	GO.0000165	MAPK_cascade	7	12
lourvain_2	GO.0002218	activation_of_innate_immune_response	7	9
lourvain_2	GO.0002757	immune_response-activating_signal_transd...	7	10
lourvain_2	GO.0002758	innate_immune_response-activating_signal...	7	9
lourvain_2	GO.0007212	dopamine_receptor_signaling_pathway	7	4
lourvain_2	GO.0050852	T_cell_receptor_signaling_pathway	7	9
lourvain_2	GO.0031929	TOR_signaling	8	2
lourvain_2	GO.0000165	MAPK_cascade	10	9
lourvain_2	GO.0002218	activation_of_innate_immune_response	10	8
lourvain_2	GO.0002757	immune_response-activating_signal_transd...	10	8
lourvain_2	GO.0002758	innate_immune_response-activating_signal...	10	8
lourvain_2	GO.0050852	T_cell_receptor_signaling_pathway	10	8
lourvain_2	GO.0086065	cell_communication_involved_in_cardiac_c...	10	2
lourvain_2	GO.0048488	synaptic_vesicle_endocytosis	12	7
lourvain_2	GO.0099003	vesicle-mediated_transport_in_synapse	12	8
lourvain_2	GO.0099504	synaptic_vesicle_cycle	12	7
lourvain_2	GO.0000165	MAPK_cascade	15	13
lourvain_2	GO.0007411	axon_guidance	15	8
lourvain_2	GO.0051591	response_to_cAMP	15	3
lourvain_2	GO.0001504	neurotransmitter_uptake	16	3
lourvain_2	GO.0007268	chemical_synaptic_transmission	16	17
lourvain_2	GO.0007269	neurotransmitter_secretion	16	12
lourvain_2	GO.0016079	synaptic_vesicle_exocytosis	16	11
lourvain_2	GO.0016082	synaptic_vesicle_priming	16	6
lourvain_2	GO.0031629	synaptic_vesicle_fusion_to_presynaptic_a...	16	5
lourvain_2	GO.0050804	modulation_of_chemical_synaptic_transmis...	16	10
lourvain_2	GO.0060078	regulation_of_postsynaptic_membrane_pote...	16	3
lourvain_2	GO.0098693	regulation_of_synaptic_vesicle_cycle	16	3
lourvain_2	GO.0098877	neurotransmitter_receptor_transport_to_p...	16	3
lourvain_2	GO.0099003	vesicle-mediated_transport_in_synapse	16	12
lourvain_2	GO.0099072	regulation_of_postsynaptic_membrane_neur...	16	3
lourvain_2	GO.0099504	synaptic_vesicle_cycle	16	11
lourvain_2	GO.0099531	presynaptic_process_involved_in_chemical...	16	12
lourvain_2	GO.0099536	synaptic_signaling	16	17
lourvain_2	GO.0099537	trans-synaptic_signaling	16	17
lourvain_2	GO.0099565	chemical_synaptic_transmission,_postsyna...	16	3
lourvain_2	GO.0099637	neurotransmitter_receptor_transport	16	3
lourvain_2	GO.0099643	signal_release_from_synapse	16	12
lourvain_2	GO.2000300	regulation_of_synaptic_vesicle_exocytosi...	16	3
lourvain_2	GO.0000165	MAPK_cascade	19	4
lourvain_2	GO.0002431	Fc_receptor_mediated_stimulatory_signali...	19	2
lourvain_2	GO.0002757	immune_response-activating_signal_transd...	19	3
lourvain_2	GO.0007411	axon_guidance	19	2
lourvain_2	GO.0043491	protein_kinase_B_signaling	19	2
lourvain_2	GO.0050853	B_cell_receptor_signaling_pathway	19	1
lourvain_2	GO.0000165	MAPK_cascade	20	6
lourvain_2	GO.0002431	Fc_receptor_mediated_stimulatory_signali...	20	5
lourvain_2	GO.0002757	immune_response-activating_signal_transd...	20	5
lourvain_2	GO.0007411	axon_guidance	20	4
lourvain_2	GO.0007416	synapse_assembly	20	2
lourvain_2	GO.0050807	regulation_of_synapse_organization	20	2
lourvain_2	GO.0051963	regulation_of_synapse_assembly	20	2
lourvain_2	GO.0007268	chemical_synaptic_transmission	21	11
lourvain_2	GO.0007416	synapse_assembly	21	2
lourvain_2	GO.0035235	ionotropic_glutamate_receptor_signaling_...	21	2
lourvain_2	GO.0050804	modulation_of_chemical_synaptic_transmis...	21	5
lourvain_2	GO.0050808	synapse_organization	21	4
lourvain_2	GO.0060078	regulation_of_postsynaptic_membrane_pote...	21	4
lourvain_2	GO.0099536	synaptic_signaling	21	11
lourvain_2	GO.0099537	trans-synaptic_signaling	21	11
lourvain_2	GO.0099565	chemical_synaptic_transmission,_postsyna...	21	4
lourvain_2	GO.0099601	regulation_of_neurotransmitter_receptor_...	21	2
lourvain_2	GO.0007269	neurotransmitter_secretion	24	2
lourvain_2	GO.0016079	synaptic_vesicle_exocytosis	24	2
lourvain_2	GO.0048791	calcium_ion-regulated_exocytosis_of_neur...	24	1
lourvain_2	GO.0055074	calcium_ion_homeostasis	24	3
lourvain_2	GO.0060563	neuroepithelial_cell_differentiation	24	1
lourvain_2	GO.0099003	vesicle-mediated_transport_in_synapse	24	2
lourvain_2	GO.0099504	synaptic_vesicle_cycle	24	2
lourvain_2	GO.0099531	presynaptic_process_involved_in_chemical...	24	2
lourvain_2	GO.0099643	signal_release_from_synapse	24	2
lourvain_2	GO.0019722	calcium-mediated_signaling	25	5
lourvain_2	GO.0055074	calcium_ion_homeostasis	25	4
lourvain_2	GO.0086065	cell_communication_involved_in_cardiac_c...	25	2
sgG1_2	GO.0002218	activation_of_innate_immune_response	2	8
sgG1_2	GO.0002757	immune_response-activating_signal_transd...	2	8
sgG1_2	GO.0002758	innate_immune_response-activating_signal...	2	8
sgG1_2	GO.0050852	T_cell_receptor_signaling_pathway	2	8
sgG1_2	GO.0000165	MAPK_cascade	3	12
sgG1_2	GO.0007411	axon_guidance	3	4
sgG1_2	GO.0051403	stress-activated_MAPK_cascade	3	5
sgG1_2	GO.0086065	cell_communication_involved_in_cardiac_c...	3	3
sgG1_2	GO.0002218	activation_of_innate_immune_response	5	5
sgG1_2	GO.0002757	immune_response-activating_signal_transd...	5	5
sgG1_2	GO.0002758	innate_immune_response-activating_signal...	5	5
sgG1_2	GO.0050852	T_cell_receptor_signaling_pathway	5	4
sgG1_2	GO.0070528	protein_kinase_C_signaling	5	1
sgG1_2	GO.0002218	activation_of_innate_immune_response	7	7
sgG1_2	GO.0002758	innate_immune_response-activating_signal...	7	7
sgG1_2	GO.0051403	stress-activated_MAPK_cascade	7	7
sgG1_2	GO.0007411	axon_guidance	13	6
sgG1_2	GO.0009755	hormone-mediated_signaling_pathway	16	2
sgG1_2	GO.0007212	dopamine_receptor_signaling_pathway	18	1
sgG1_2	GO.0007416	synapse_assembly	18	1
sgG1_2	GO.0042417	dopamine_metabolic_process	18	1
sgG1_2	GO.0051963	regulation_of_synapse_assembly	18	1
sgG1_2	GO.0098877	neurotransmitter_receptor_transport_to_p...	18	1
sgG1_2	GO.0099054	presynapse_assembly	18	1
sgG1_2	GO.0099637	neurotransmitter_receptor_transport	18	1
sgG1_2	GO.0010737	protein_kinase_A_signaling	19	2
sgG1_2	GO.0060563	neuroepithelial_cell_differentiation	19	1
sgG1_2	GO.0002431	Fc_receptor_mediated_stimulatory_signali...	21	2
sgG1_2	GO.0002757	immune_response-activating_signal_transd...	21	2
sgG1_2	GO.0016079	synaptic_vesicle_exocytosis	22	3
sgG1_2	GO.0048488	synaptic_vesicle_endocytosis	22	6
sgG1_2	GO.0098693	regulation_of_synaptic_vesicle_cycle	22	3
sgG1_2	GO.0099003	vesicle-mediated_transport_in_synapse	22	7
sgG1_2	GO.0099504	synaptic_vesicle_cycle	22	6
sgG1_2	GO.0009755	hormone-mediated_signaling_pathway	26	2
sgG1_2	GO.0001504	neurotransmitter_uptake	28	3
sgG1_2	GO.0007268	chemical_synaptic_transmission	28	15
sgG1_2	GO.0007269	neurotransmitter_secretion	28	10
sgG1_2	GO.0016079	synaptic_vesicle_exocytosis	28	10
sgG1_2	GO.0016082	synaptic_vesicle_priming	28	6
sgG1_2	GO.0031629	synaptic_vesicle_fusion_to_presynaptic_a...	28	5
sgG1_2	GO.0050804	modulation_of_chemical_synaptic_transmis...	28	9
sgG1_2	GO.0098877	neurotransmitter_receptor_transport_to_p...	28	3
sgG1_2	GO.0099003	vesicle-mediated_transport_in_synapse	28	10
sgG1_2	GO.0099072	regulation_of_postsynaptic_membrane_neur...	28	3
sgG1_2	GO.0099504	synaptic_vesicle_cycle	28	10
sgG1_2	GO.0099531	presynaptic_process_involved_in_chemical...	28	10
sgG1_2	GO.0099536	synaptic_signaling	28	15
sgG1_2	GO.0099537	trans-synaptic_signaling	28	15
sgG1_2	GO.0099637	neurotransmitter_receptor_transport	28	3
sgG1_2	GO.0099643	signal_release_from_synapse	28	10
sgG1_2	GO.0007212	dopamine_receptor_signaling_pathway	32	4
sgG1_2	GO.0007223	Wnt_signaling_pathway,_calcium_modulatin...	32	2
sgG1_2	GO.0019933	cAMP-mediated_signaling	32	3
sgG1_2	GO.0046058	cAMP_metabolic_process	32	2
sgG1_2	GO.0010737	protein_kinase_A_signaling	35	1
sgG1_2	GO.0002224	toll-like_receptor_signaling_pathway	36	1
sgG1_2	GO.0002757	immune_response-activating_signal_transd...	36	2
sgG1_2	GO.0050852	T_cell_receptor_signaling_pathway	36	2
sgG1_2	GO.0007268	chemical_synaptic_transmission	37	6
sgG1_2	GO.0043491	protein_kinase_B_signaling	37	2
sgG1_2	GO.0099536	synaptic_signaling	37	6
sgG1_2	GO.0099537	trans-synaptic_signaling	37	6
sgG1_2	GO.0000165	MAPK_cascade	38	7
sgG1_2	GO.0050807	regulation_of_synapse_organization	38	2
sgG1_2	GO.0007212	dopamine_receptor_signaling_pathway	39	2
sgG1_2	GO.0007268	chemical_synaptic_transmission	39	7
sgG1_2	GO.0010611	regulation_of_cardiac_muscle_hypertrophy	39	3
sgG1_2	GO.0019722	calcium-mediated_signaling	39	5
sgG1_2	GO.0031929	TOR_signaling	39	3
sgG1_2	GO.0042552	myelination	39	3
sgG1_2	GO.0046058	cAMP_metabolic_process	39	2
sgG1_2	GO.0050808	synapse_organization	39	3
sgG1_2	GO.0055074	calcium_ion_homeostasis	39	5
sgG1_2	GO.0086065	cell_communication_involved_in_cardiac_c...	39	2
sgG1_2	GO.0099536	synaptic_signaling	39	7
sgG1_2	GO.0099537	trans-synaptic_signaling	39	7
sgG1_2	GO.0099565	chemical_synaptic_transmission,_postsyna...	39	3
sgG1_2	GO.0035235	ionotropic_glutamate_receptor_signaling_...	40	1
sgG1_2	GO.0051591	response_to_cAMP	40	1
sgG1_2	GO.0099601	regulation_of_neurotransmitter_receptor_...	40	1
sgG1_2	GO.0000165	MAPK_cascade	42	3
sgG1_2	GO.0043491	protein_kinase_B_signaling	42	2
sgG1_2	GO.0050853	B_cell_receptor_signaling_pathway	42	1
sgG1_2	GO.0007268	chemical_synaptic_transmission	44	2
sgG1_2	GO.0060078	regulation_of_postsynaptic_membrane_pote...	44	1
sgG1_2	GO.0099536	synaptic_signaling	44	2
sgG1_2	GO.0099537	trans-synaptic_signaling	44	2
sgG1_2	GO.0099565	chemical_synaptic_transmission,_postsyna...	44	1
sgG1_2	GO.0007268	chemical_synaptic_transmission	45	11
sgG1_2	GO.0019722	calcium-mediated_signaling	45	4
sgG1_2	GO.0035235	ionotropic_glutamate_receptor_signaling_...	45	3
sgG1_2	GO.0050804	modulation_of_chemical_synaptic_transmis...	45	5
sgG1_2	GO.0050808	synapse_organization	45	3
sgG1_2	GO.0055074	calcium_ion_homeostasis	45	5
sgG1_2	GO.0060078	regulation_of_postsynaptic_membrane_pote...	45	4
sgG1_2	GO.0099536	synaptic_signaling	45	11
sgG1_2	GO.0099537	trans-synaptic_signaling	45	11
sgG1_2	GO.0099565	chemical_synaptic_transmission,_postsyna...	45	4
sgG1_2	GO.0002431	Fc_receptor_mediated_stimulatory_signali...	48	5
sgG1_2	GO.0002757	immune_response-activating_signal_transd...	48	5
sgG1_2	GO.0007268	chemical_synaptic_transmission	48	8
sgG1_2	GO.0007411	axon_guidance	48	5
sgG1_2	GO.0007416	synapse_assembly	48	3
sgG1_2	GO.0050804	modulation_of_chemical_synaptic_transmis...	48	5
sgG1_2	GO.0099536	synaptic_signaling	48	8
sgG1_2	GO.0099537	trans-synaptic_signaling	48	8
sgG1_2	GO.0099601	regulation_of_neurotransmitter_receptor_...	48	2
sgG1_2	GO.0002431	Fc_receptor_mediated_stimulatory_signali...	49	2
Geodesicdiff	GO.0000165	MAPK_cascade	2	18
Geodesicdiff	GO.0007268	chemical_synaptic_transmission	2	21
Geodesicdiff	GO.0007411	axon_guidance	2	13
Geodesicdiff	GO.0099536	synaptic_signaling	2	21
Geodesicdiff	GO.0099537	trans-synaptic_signaling	2	21
Geodesicdiff	GO.0000165	MAPK_cascade	3	7
Geodesicdiff	GO.0002218	activation_of_innate_immune_response	3	7
Geodesicdiff	GO.0002757	immune_response-activating_signal_transd...	3	7
Geodesicdiff	GO.0002758	innate_immune_response-activating_signal...	3	7
Geodesicdiff	GO.0050852	T_cell_receptor_signaling_pathway	3	7
Geodesicdiff	GO.0099504	synaptic_vesicle_cycle	6	3
Geodesicdiff	GO.0002431	Fc_receptor_mediated_stimulatory_signali...	7	2
Geodesicdiff	GO.0046058	cAMP_metabolic_process	7	2
Geodesicdiff	GO.0000165	MAPK_cascade	8	27
Geodesicdiff	GO.0007268	chemical_synaptic_transmission	8	27
Geodesicdiff	GO.0050804	modulation_of_chemical_synaptic_transmis...	8	19
Geodesicdiff	GO.0055074	calcium_ion_homeostasis	8	14
Geodesicdiff	GO.0099536	synaptic_signaling	8	27
Geodesicdiff	GO.0099537	trans-synaptic_signaling	8	27
Geodesicdiff	GO.0042552	myelination	9	2
Geodesicdiff	GO.0098693	regulation_of_synaptic_vesicle_cycle	11	2
Geodesicdiff	GO.2000300	regulation_of_synaptic_vesicle_exocytosi...	11	2
Geodesicdiff	GO.0001504	neurotransmitter_uptake	13	2
Geodesicdiff	GO.0007268	chemical_synaptic_transmission	13	13
Geodesicdiff	GO.0007269	neurotransmitter_secretion	13	10
Geodesicdiff	GO.0016079	synaptic_vesicle_exocytosis	13	10
Geodesicdiff	GO.0016082	synaptic_vesicle_priming	13	6
Geodesicdiff	GO.0031629	synaptic_vesicle_fusion_to_presynaptic_a...	13	5
Geodesicdiff	GO.0048791	calcium_ion-regulated_exocytosis_of_neur...	13	2
Geodesicdiff	GO.0050804	modulation_of_chemical_synaptic_transmis...	13	8
Geodesicdiff	GO.0098877	neurotransmitter_receptor_transport_to_p...	13	3
Geodesicdiff	GO.0099003	vesicle-mediated_transport_in_synapse	13	10
Geodesicdiff	GO.0099072	regulation_of_postsynaptic_membrane_neur...	13	3
Geodesicdiff	GO.0099504	synaptic_vesicle_cycle	13	10
Geodesicdiff	GO.0099531	presynaptic_process_involved_in_chemical...	13	10
Geodesicdiff	GO.0099536	synaptic_signaling	13	13
Geodesicdiff	GO.0099537	trans-synaptic_signaling	13	13
Geodesicdiff	GO.0099637	neurotransmitter_receptor_transport	13	3
Geodesicdiff	GO.0099643	signal_release_from_synapse	13	10
Geodesicdiff	GO.2000300	regulation_of_synaptic_vesicle_exocytosi...	13	2
Geodesicdiff	GO.0048488	synaptic_vesicle_endocytosis	17	3
Geodesicdiff	GO.0099003	vesicle-mediated_transport_in_synapse	17	3
Geodesicdiff	GO.0099504	synaptic_vesicle_cycle	17	3
Geodesicdiff	GO.0055074	calcium_ion_homeostasis	21	4
Geodesicdiff	GO.0007268	chemical_synaptic_transmission	22	5
Geodesicdiff	GO.0007416	synapse_assembly	22	2
Geodesicdiff	GO.0050804	modulation_of_chemical_synaptic_transmis...	22	4
Geodesicdiff	GO.0051403	stress-activated_MAPK_cascade	22	3
Geodesicdiff	GO.0055074	calcium_ion_homeostasis	22	3
Geodesicdiff	GO.0099536	synaptic_signaling	22	5
Geodesicdiff	GO.0099537	trans-synaptic_signaling	22	5
Geodesicdiff	GO.0000165	MAPK_cascade	23	5
Geodesicdiff	GO.0019933	cAMP-mediated_signaling	23	2
Geodesicdiff	GO.0051403	stress-activated_MAPK_cascade	23	3
Geodesicdiff	GO.0051591	response_to_cAMP	23	2
Geodesicdiff	GO.0042552	myelination	24	2
Geodesicdiff	GO.0070528	protein_kinase_C_signaling	24	1
Geodesicdiff	GO.0000165	MAPK_cascade	27	4
Geodesicdiff	GO.0007212	dopamine_receptor_signaling_pathway	27	2
Geodesicdiff	GO.0019933	cAMP-mediated_signaling	27	2
Geodesicdiff	GO.0051403	stress-activated_MAPK_cascade	27	3
Geodesicdiff	GO.0050852	T_cell_receptor_signaling_pathway	28	3
Geodesicdiff	GO.0051403	stress-activated_MAPK_cascade	28	3
Geodesicdiff	GO.0000165	MAPK_cascade	29	5
Geodesicdiff	GO.0007268	chemical_synaptic_transmission	29	6
Geodesicdiff	GO.0043491	protein_kinase_B_signaling	29	3
Geodesicdiff	GO.0050804	modulation_of_chemical_synaptic_transmis...	29	4
Geodesicdiff	GO.0099536	synaptic_signaling	29	6
Geodesicdiff	GO.0099537	trans-synaptic_signaling	29	6
Geodesicdiff	GO.0002218	activation_of_innate_immune_response	31	4
Geodesicdiff	GO.0002224	toll-like_receptor_signaling_pathway	31	3
Geodesicdiff	GO.0002757	immune_response-activating_signal_transd...	31	5
Geodesicdiff	GO.0002758	innate_immune_response-activating_signal...	31	4
Geodesicdiff	GO.0007269	neurotransmitter_secretion	33	3
Geodesicdiff	GO.0016079	synaptic_vesicle_exocytosis	33	3
Geodesicdiff	GO.0042552	myelination	33	2
Geodesicdiff	GO.0048488	synaptic_vesicle_endocytosis	33	2
Geodesicdiff	GO.0055074	calcium_ion_homeostasis	33	3
Geodesicdiff	GO.0098693	regulation_of_synaptic_vesicle_cycle	33	2
Geodesicdiff	GO.0099003	vesicle-mediated_transport_in_synapse	33	3
Geodesicdiff	GO.0099504	synaptic_vesicle_cycle	33	3
Geodesicdiff	GO.0099531	presynaptic_process_involved_in_chemical...	33	3
Geodesicdiff	GO.0099643	signal_release_from_synapse	33	3
Geodesicdiff	GO.2000300	regulation_of_synaptic_vesicle_exocytosi...	33	2
Geodesicdiff	GO.0070528	protein_kinase_C_signaling	35	1
Geodesicdiff	GO.0051591	response_to_cAMP	37	1
Geodesicdiff	GO.0050853	B_cell_receptor_signaling_pathway	41	1
Geodesicdiff	GO.0000165	MAPK_cascade	43	11
Geodesicdiff	GO.0002218	activation_of_innate_immune_response	43	8
Geodesicdiff	GO.0002757	immune_response-activating_signal_transd...	43	9
Geodesicdiff	GO.0002758	innate_immune_response-activating_signal...	43	8
Geodesicdiff	GO.0007212	dopamine_receptor_signaling_pathway	43	4
Geodesicdiff	GO.0007223	Wnt_signaling_pathway,_calcium_modulatin...	43	2
Geodesicdiff	GO.0019933	cAMP-mediated_signaling	43	3
Geodesicdiff	GO.0050852	T_cell_receptor_signaling_pathway	43	8
Geodesicdiff	GO.0009755	hormone-mediated_signaling_pathway	46	2
Geodesicdiff	GO.0010737	protein_kinase_A_signaling	54	2
Geodesicdiff	GO.0060563	neuroepithelial_cell_differentiation	54	1
Geodesicdiff	GO.0007269	neurotransmitter_secretion	61	2
Geodesicdiff	GO.0016079	synaptic_vesicle_exocytosis	61	2
Geodesicdiff	GO.0031629	synaptic_vesicle_fusion_to_presynaptic_a...	61	1
Geodesicdiff	GO.0048791	calcium_ion-regulated_exocytosis_of_neur...	61	1
Geodesicdiff	GO.0099003	vesicle-mediated_transport_in_synapse	61	2
Geodesicdiff	GO.0099504	synaptic_vesicle_cycle	61	2
Geodesicdiff	GO.0099531	presynaptic_process_involved_in_chemical...	61	2
Geodesicdiff	GO.0099643	signal_release_from_synapse	61	2
Geodesicdiff	GO.0007212	dopamine_receptor_signaling_pathway	65	1
Geodesicdiff	GO.0007416	synapse_assembly	65	1
Geodesicdiff	GO.0042417	dopamine_metabolic_process	65	1
Geodesicdiff	GO.0051963	regulation_of_synapse_assembly	65	1
Geodesicdiff	GO.0098877	neurotransmitter_receptor_transport_to_p...	65	1
Geodesicdiff	GO.0099054	presynapse_assembly	65	1
Geodesicdiff	GO.0099637	neurotransmitter_receptor_transport	65	1
Geodesicdiff	GO.0002431	Fc_receptor_mediated_stimulatory_signali...	67	2
Geodesicdiff	GO.0002757	immune_response-activating_signal_transd...	67	2
Spectral	GO.0007268	chemical_synaptic_transmission	4	2
Spectral	GO.0007269	neurotransmitter_secretion	4	2
Spectral	GO.0099531	presynaptic_process_involved_in_chemical...	4	2
Spectral	GO.0099536	synaptic_signaling	4	2
Spectral	GO.0099537	trans-synaptic_signaling	4	2
Spectral	GO.0099643	signal_release_from_synapse	4	2
Spectral	GO.0007212	dopamine_receptor_signaling_pathway	7	2
Spectral	GO.0050808	synapse_organization	7	3
Spectral	GO.0000165	MAPK_cascade	9	3
Spectral	GO.0007268	chemical_synaptic_transmission	9	5
Spectral	GO.0019722	calcium-mediated_signaling	9	2
Spectral	GO.0035235	ionotropic_glutamate_receptor_signaling_...	9	2
Spectral	GO.0042417	dopamine_metabolic_process	9	1
Spectral	GO.0055074	calcium_ion_homeostasis	9	2
Spectral	GO.0060078	regulation_of_postsynaptic_membrane_pote...	9	2
Spectral	GO.0099536	synaptic_signaling	9	5
Spectral	GO.0099537	trans-synaptic_signaling	9	5
Spectral	GO.0099565	chemical_synaptic_transmission,_postsyna...	9	2
Spectral	GO.0002431	Fc_receptor_mediated_stimulatory_signali...	10	7
Spectral	GO.0002757	immune_response-activating_signal_transd...	10	10
Spectral	GO.0007268	chemical_synaptic_transmission	10	17
Spectral	GO.0099536	synaptic_signaling	10	17
Spectral	GO.0099537	trans-synaptic_signaling	10	17
Spectral	GO.0042417	dopamine_metabolic_process	20	1
Spectral	GO.0051963	regulation_of_synapse_assembly	20	1
Spectral	GO.0098877	neurotransmitter_receptor_transport_to_p...	20	1
Spectral	GO.0099054	presynapse_assembly	20	1
Spectral	GO.0099637	neurotransmitter_receptor_transport	20	1
Spectral	GO.0016079	synaptic_vesicle_exocytosis	27	1
Spectral	GO.0048488	synaptic_vesicle_endocytosis	27	1
Spectral	GO.0048791	calcium_ion-regulated_exocytosis_of_neur...	27	1
Spectral	GO.0042552	myelination	34	1
Spectral	GO.0043491	protein_kinase_B_signaling	34	1
Spectral	GO.0098693	regulation_of_synaptic_vesicle_cycle	35	1
Spectral	GO.2000300	regulation_of_synaptic_vesicle_exocytosi...	35	1
Spectral	GO.0046058	cAMP_metabolic_process	41	1
Spectral	GO.0000165	MAPK_cascade	48	7
Spectral	GO.0007411	axon_guidance	48	6
Spectral	GO.0086065	cell_communication_involved_in_cardiac_c...	64	1
Spectral	GO.0046058	cAMP_metabolic_process	71	1
Spectral	GO.0051591	response_to_cAMP	71	1
Spectral	GO.0048488	synaptic_vesicle_endocytosis	74	2
Spectral	GO.0099054	presynapse_assembly	75	1
Spectral	GO.0098693	regulation_of_synaptic_vesicle_cycle	76	1
Spectral	GO.2000300	regulation_of_synaptic_vesicle_exocytosi...	76	1
Spectral	GO.0099504	synaptic_vesicle_cycle	88	2
Spectral	GO.0007268	chemical_synaptic_transmission	101	9
Spectral	GO.0007269	neurotransmitter_secretion	101	7
Spectral	GO.0016079	synaptic_vesicle_exocytosis	101	7
Spectral	GO.0016082	synaptic_vesicle_priming	101	4
Spectral	GO.0031629	synaptic_vesicle_fusion_to_presynaptic_a...	101	4
Spectral	GO.0050804	modulation_of_chemical_synaptic_transmis...	101	6
Spectral	GO.0098693	regulation_of_synaptic_vesicle_cycle	101	2
Spectral	GO.0098877	neurotransmitter_receptor_transport_to_p...	101	2
Spectral	GO.0099003	vesicle-mediated_transport_in_synapse	101	7
Spectral	GO.0099072	regulation_of_postsynaptic_membrane_neur...	101	2
Spectral	GO.0099504	synaptic_vesicle_cycle	101	7
Spectral	GO.0099531	presynaptic_process_involved_in_chemical...	101	7
Spectral	GO.0099536	synaptic_signaling	101	9
Spectral	GO.0099537	trans-synaptic_signaling	101	9
Spectral	GO.0099637	neurotransmitter_receptor_transport	101	2
Spectral	GO.0099643	signal_release_from_synapse	101	7
Spectral	GO.2000300	regulation_of_synaptic_vesicle_exocytosi...	101	2
Spectral	GO.0009755	hormone-mediated_signaling_pathway	108	1
Spectral	GO.0000165	MAPK_cascade	118	6
Spectral	GO.0002218	activation_of_innate_immune_response	118	6
Spectral	GO.0002757	immune_response-activating_signal_transd...	118	6
Spectral	GO.0002758	innate_immune_response-activating_signal...	118	6
Spectral	GO.0050852	T_cell_receptor_signaling_pathway	118	6
Spectral	GO.0019933	cAMP-mediated_signaling	119	1
Spectral	GO.0002218	activation_of_innate_immune_response	122	3
Spectral	GO.0046058	cAMP_metabolic_process	123	1
Spectral	GO.0002757	immune_response-activating_signal_transd...	127	3
Spectral	GO.0008088	axo-dendritic_transport	131	1
Spectral	GO.0008089	anterograde_axonal_transport	131	1
Spectral	GO.0098930	axonal_transport	131	1
Spectral	GO.0046058	cAMP_metabolic_process	132	1
Spectral	GO.0008088	axo-dendritic_transport	160	3
Spectral	GO.0008089	anterograde_axonal_transport	160	3
Spectral	GO.0098930	axonal_transport	160	3
Spectral	GO.0009755	hormone-mediated_signaling_pathway	175	2
Spectral	GO.0086065	cell_communication_involved_in_cardiac_c...	188	1
Spectral	GO.0042552	myelination	201	3
Spectral	GO.0070528	protein_kinase_C_signaling	201	2
Spectral	GO.0010737	protein_kinase_A_signaling	202	2
Spectral	GO.0060563	neuroepithelial_cell_differentiation	202	1
